Epoch 113/10000, train MSE = 0.183881, val MSE = 0.180140, val RMSE = 0.424429, val MAE = 0.273168, avg grad norm = 8.933403, clip fraction = 0.9959, epsilon = 44.6606, delta = 1e-05
Epoch 114/10000, train MSE = 0.183951, val MSE = 0.180190, val RMSE = 0.424487, val MAE = 0.272699, avg grad norm = 8.961887, clip fraction = 0.9949, epsilon = 44.9248, delta = 1e-05
Epoch 115/10000, train MSE = 0.183896, val MSE = 0.180123, val RMSE = 0.424409, val MAE = 0.273077, avg grad norm = 8.964077, clip fraction = 0.9945, epsilon = 45.1890, delta = 1e-05
Epoch 116/10000, train MSE = 0.183971, val MSE = 0.180183, val RMSE = 0.424479, val MAE = 0.272965, avg grad norm = 8.952114, clip fraction = 0.9947, epsilon = 45.4533, delta = 1e-05
Epoch 117/10000, train MSE = 0.183907, val MSE = 0.180148, val RMSE = 0.424439, val MAE = 0.273282, avg grad norm = 8.900025, clip fraction = 0.9949, epsilon = 45.7175, delta = 1e-05
Epoch 118/10000, train MSE = 0.183963, val MSE = 0.180338, val RMSE = 0.424662, val MAE = 0.273299, avg grad norm = 8.848911, clip fraction = 0.9949, epsilon = 45.9818, delta = 1e-05
Epoch 119/10000, train MSE = 0.183739, val MSE = 0.180153, val RMSE = 0.424444, val MAE = 0.273262, avg grad norm = 8.811697, clip fraction = 0.9949, epsilon = 46.2460, delta = 1e-05
Epoch 120/10000, train MSE = 0.183655, val MSE = 0.180042, val RMSE = 0.424313, val MAE = 0.273254, avg grad norm = 8.760253, clip fraction = 0.9957, epsilon = 46.5102, delta = 1e-05
Epoch 121/10000, train MSE = 0.183846, val MSE = 0.180198, val RMSE = 0.424497, val MAE = 0.272924, avg grad norm = 8.785309, clip fraction = 0.9953, epsilon = 46.7745, delta = 1e-05
Epoch 122/10000, train MSE = 0.183722, val MSE = 0.180201, val RMSE = 0.424501, val MAE = 0.273068, avg grad norm = 8.762762, clip fraction = 0.9943, epsilon = 47.0340, delta = 1e-05
Epoch 123/10000, train MSE = 0.183646, val MSE = 0.180036, val RMSE = 0.424306, val MAE = 0.273516, avg grad norm = 8.813313, clip fraction = 0.9953, epsilon = 47.2767, delta = 1e-05
Epoch 124/10000, train MSE = 0.183635, val MSE = 0.179911, val RMSE = 0.424159, val MAE = 0.273045, avg grad norm = 8.845086, clip fraction = 0.9953, epsilon = 47.5194, delta = 1e-05
Epoch 125/10000, train MSE = 0.183724, val MSE = 0.179968, val RMSE = 0.424226, val MAE = 0.272772, avg grad norm = 8.896120, clip fraction = 0.9955, epsilon = 47.7621, delta = 1e-05
Epoch 126/10000, train MSE = 0.183564, val MSE = 0.179944, val RMSE = 0.424199, val MAE = 0.273025, avg grad norm = 8.846127, clip fraction = 0.9947, epsilon = 48.0048, delta = 1e-05
Epoch 127/10000, train MSE = 0.183473, val MSE = 0.179878, val RMSE = 0.424120, val MAE = 0.273302, avg grad norm = 8.835215, clip fraction = 0.9953, epsilon = 48.2475, delta = 1e-05
Epoch 128/10000, train MSE = 0.183731, val MSE = 0.179989, val RMSE = 0.424251, val MAE = 0.273289, avg grad norm = 8.910553, clip fraction = 0.9951, epsilon = 48.4902, delta = 1e-05
